asset.name,collection_slug,total_price,quantity,asset.num_sales,payment_token.usd_price,total_price_usd
JailedBabyApeClub,jbac,0.2668,3,7.0,5925.8099999999995,527.002036
Janky,cryptojankyz,0.49,1,3.0,1975.27,967.8823
Jesus,official-chill-with-jesus-4444,0.001,1,1.0,1975.27,1.97527
Jim,the-jims,2.5867,4,9.0,7901.08,5109.430909000001
JointFEED,stapleverse-feed-clan,0.469,1,2.0,1975.27,926.40163
JordiMask,jordimolla-masks,0.355,2,4.0,3950.54,701.2208499999999
JoyousJellyfish,veefriends-series-2,1.07,1,2.0,1975.27,2113.5389
Joyrider,crashtestjoyride,1.18399,5,14.0,9876.35,2338.6999273
JuanSoto,mlb-champions,0.21,1,3.0,1975.27,414.8067
Juicebox,juiceboxes,0.349,12,21.0,23703.239999999998,689.36923
JuiceboxFrens,juiceboxfrens,2.3403,25,63.0,49381.75,4622.724381
JuicyJaguar,veefriends-series-2,1.955,1,1.0,1975.27,3861.65285
JuniorPunks,juniorpunksnft,0.29,1,2.0,1975.27,572.8282999999999
JunkYardDog,junkyarddogs,0.1499,1,1.0,1975.27,296.09297300000003
JusticeShark,sharkoutlawsquad,0.04,1,1.0,1975.8,79.032
KID,cosmoskidznft,0.309,3,4.0,5925.8099999999995,610.35843
KILLABEAR,killabears,0.2498,4,13.0,7901.08,493.422446
KOKO,kokodinft,0.248,1,3.0,1975.27,489.86696
KPCT,kpopctzen-official,0.27,1,2.0,1975.27,533.3229
KREEPYCLUB,official-kreepy-club,0.4897,3,8.0,5925.8099999999995,967.289719
KRISALIS,krisalis,0.016,2,2.0,3950.54,31.60432
KaijuFrenz,kaijufrenz-genesis,0.46900000000000003,4,8.0,7901.08,926.4016300000001
KaijuKing,kaiju-kingz,9.815000000000001,4,11.0,7901.61,19388.070050000002
KaijuQueenz,kaiju-queenz-genesis,0.11,1,1.0,1975.27,217.2797
Kaizen,kaizengenesis,0.075,1,2.0,1975.27,148.14525
Kamitribe,kamitribe,0.07,1,5.0,1975.27,138.2689
KawaiiSKULL,kawaiiskull,0.05,1,3.0,1975.27,98.76350000000001
KibatsuMecha,kibatsu-mecha,0.38,1,2.0,1975.8,750.804
Kidzuki,kidzuki,0.07,3,7.0,5925.8099999999995,138.26890000000003
KimKardashian,-poopstars-,0.01,1,4.0,1975.27,19.7527
KindergartenBabyApes,kbaofficial,0.07300000000000001,3,5.0,5925.8099999999995,144.19471000000001
KingFrog,kingfrogs,0.08842172696147559,1,4.0,1975.27,174.65678461519389
Kitten,warkittens,0.5760000000000001,5,10.0,9876.35,1137.7555200000002
Kitty,kcg,0.273,1,4.0,1975.8,539.3934
Kiwami,kiwami-genesis,3.9972,6,18.0,11852.68,7896.212909999999
Knight,knightsoftheethernft,0.21500000000000002,2,2.0,3950.54,424.68305000000004
KnightsofDegen,knights-of-degen-official,2.18999,4,8.0,7901.08,4325.8215473
KoalaAgent,koala-intelligence-agency,0.5949,3,7.0,5925.8099999999995,1175.088123
KodaAged,cyberbrokers,1.37,1,2.0,1975.27,2706.1199
KongClub,kongclub-official,0.0221,1,3.0,1975.27,43.653467000000006
Kraken,krakenss,0.025799999999999997,3,3.0,5925.8099999999995,50.961966
KumoResident,kumo-x-world-residents,0.37,1,2.0,1975.27,730.8498999999999
LAND,sandbox,2.0,1,1.0,1975.27,3950.54
LANDADVENTUREBAG,3land-inventory,0.8689,4,21452.0,7901.08,1716.312103
LIQUIDGOLD,liquidmetal,0.043,1,1.0,1975.27,84.93660999999999
LITRider,a-lit-invitation-to-kindness,0.112,4,476.0,3950.54,221.23024
LOSTBOY,lostboy-nft,0.1789,2,4.0,3950.54,353.375803
LaMeloBallCollectiblesTypeRedMarsID,lamelo-ball-collectibles,0.0199,1,1.0,1975.27,39.307873
LaidBackLlama,laid-back-llamas-collection,0.6849000000000001,3,8.0,5926.34,1352.9180729999998
LambDuh,lambduhs,0.045,1,3.0,1975.27,88.88714999999999
LandVaultGenesis,landvault,0.34,1,330.0,1975.27,671.5918
LandofValeria,antebellumgenesisland,1.1864999999999999,8,19.0,15802.16,2343.657855
LarvaChads,larva-chads,0.032,1,1.0,1975.27,63.20864
LarvaDoods,larva-doods,0.0789,1,2.0,1975.27,155.848803
LarvaLad,larva-lads,0.234,1,4.0,1975.27,462.21318
LaserLoveBear,teddy-love-army,0.1,1,1.0,1975.27,197.52700000000002
LastTribe,lasttribe,0.45,1,2.0,1975.27,888.8715
LavarJackmanRare,gridirongoofs,0.04,1,14.0,1975.27,79.0108
LazersTwizzlers,lazers,0.1,1,1.0,1975.27,197.52700000000002
Legend,house-of-legends,0.15000000000000002,2,3.0,3950.54,296.2905
LeisureCreature,leisure-creatures,0.103,1,1.0,1975.27,203.45281
Levelat,terraforms,0.32,1,1.0,1975.27,632.0864
LightSuperBunny,super-bunnies,0.038,1,3.0,1975.27,75.06026
LilBenjas,budweiser-royalty-x-lil-benjas,0.01,1,1.0,1975.27,19.7527
LilBrain,lilbrains,0.28700000000000003,5,6.0,9876.35,566.9024900000001
LilGhost,the-weirdo-ghost-gang,1.528,5,7.0,9876.35,3018.21256
LilPudgy,lilpudgys,1.1116,8,22.0,15802.16,2195.710132
LinksDAOLeisureMembership,linksdao,0.5549999999999,2,3.0,3950.54,1096.2748499998024
Lion,llc-lucky-lion-club-official,0.86,2,5.0,3950.54,1698.7322
LittleLemon,little-lemon-friends,0.9500000000000001,2,4.0,3951.0699999999997,1876.7185
Llamascape,pixletstudio,0.013,1,10.0,1975.27,25.67851
Lobstar,thelobstars,0.5439,4,10.0,7901.08,1074.349353
LonerGirl,lonergirl,0.009000000000000001,2,3.0,3950.54,17.777430000000003
LongLost,the-long-lost,2.1716,17,43.0,33579.59,4289.496332
LongNeckieLady,long-neckie-ladies,0.36,1,1.0,1975.27,711.0971999999999
LonglongprinceofcolorfulcastlecatG,long-long-cat,0.01,1,1.0,1975.27,19.7527
LoomiHead,theloomiheads,0.831,5,13.0,9876.35,1641.44937
LoomiVault,creepz-loomi-vault,3.499,4,6.0,7901.08,6911.46973
LordSociety,lordsocietynft-v2,0.2,1,1.0,1975.27,395.05400000000003
LosMuertos,los-muertos-world,2.3697,8,25.0,15802.16,4680.797319
Loser,loser-club-official,7.28059,29,82.0,57282.83,14381.1310093
LostGlitch,thelostglitches,0.03,1,3.0,1975.8,59.273999999999994
LostSamuRise,samurise,0.5694,8,11.0,15802.16,1124.718738
LovelessCityMetropass,lovelesscitymetropass,0.669,2,6.0,3950.54,1321.45563
LucidPaths,lucid-paths,0.1499,1,2.0,1975.27,296.09297300000003
LuckyBear,guildabearexclusive,0.05,1,1.0,1975.27,98.76350000000001
LuckyDucky,lucky-ducky-nft,0.379,6,10.0,11851.619999999999,748.62733
LuckySloth,lucky-sloths-nft,0.1,1,5.0,1975.27,197.52700000000002
LuckyTagsArmada,lucky-tags-armada-genesis-collection,0.195,4,6.0,7901.08,385.17765
LuckyTiger,thetigerarchivesnft,0.0825,1,1.0,1975.27,162.959775
LuckyZero,lucky-zeros-purebase,0.43,1,2.0,1975.27,849.3661
LunarZxdiacDog,zxdiacghxsts,2.5,1,2.0,1975.8,4939.5
Lunartics,the-lunartics,1.525,6,13.0,11851.619999999999,3012.2867499999998
MADBRAIN,madbrain,0.02,1,1.0,1975.27,39.5054
MAKC,makc-m1,0.734,4,23.0,7901.61,1449.951689
MAL,mal-genesis,0.8139,5,9.0,9876.35,1607.672253
MANICMANIA,manicmania,0.0248999999,5,5.0,9876.35,49.184222802473
MASKBILLIONAIRECLUB,maskbillionaireclub,0.42,1,1.0,1975.27,829.6134
MAXPAIN,max-pain-and-frens-by-xcopy,2.3239,2,3.0,3950.54,4590.329953
MEC,gamaspacestation-genesis,0.145,1,1.0,1975.27,286.41414999999995
MEMORIES,fvck-victor,0.0535,1,1.0,1975.27,105.676945
MERESHIBAINU,theshiboshis,4.0,1,5.0,1975.8,7903.2
METABILLIONAIRE,metabillionaire,0.55,2,5.0,3950.54,1086.3985
MGDigitalHeartbySammyArriaga,metagirldh,0.048999999999999905,1,1.0,1975.27,96.78822999999981
MIP,mip-network,0.11499999999999999,2,3.0,3950.54,227.15605
MIPPetPass,mech-identity-protocol-tickets,0.1,1,352.0,1975.27,197.52700000000002
MMASAC,mutantanatomyscienceapeclub,0.026,2,2.0,3950.54,51.35702
MOAR,official-moar-by-joan-cornella,1.05,1,2.0,1975.27,2074.0335
MONG,mongs-nft,0.40599999999999997,2,3.0,3950.54,801.95962
MOONZbyBudzBunny,moonzbybudz,0.04,4,5.0,7901.08,79.0108
MPL,mpl-official,3.442,18,18.0,35554.86,6798.87934
MTADRGNLEGENDARY,r3licxradscience-legendary,0.2,1,112.0,1975.27,395.05400000000003
MURI,murixhaus,5.571899,7,19.0,13826.89,11006.00493773
MUTANTPUNKSCITY,mutant-punks-city,0.05,1,2.0,1975.27,98.76350000000001
MadMouse,madmousecircus-troupe,0.035,1,1.0,1975.27,69.13445
MagicMushroom,magic-mushroom-clubhouse,0.23,1,5.0,1975.27,454.31210000000004
MagnanimousMaltese,veefriends-series-2,0.97,1,3.0,1975.27,1916.0119
MaiaXengdou,tennis-champs-genesis,0.125,1,3.0,1975.27,246.90875
MakeArtNotWarUkraine,obey-make-art-not-war-ukraine,0.0548,2,918.0,3950.54,108.244796
MakotoSamurai,makoto-samurais,0.006,1,1.0,1975.27,11.85162
MaliciousShells,frontiergame,0.06,1,104.0,1975.8,118.54799999999999
Mangekyou,ely-genesis,0.045,1,46.0,1975.27,88.88714999999999
Margaret,sick-girls-weirdos,0.06,1,7.0,1975.27,118.5162
MarineMarauder,marine-marauderz-2d,0.253,5,12.0,9876.35,499.74331
MarsCat,marscatsvoyage,0.083,1,6.0,1975.27,163.94741000000002
Martian,martiansvsrednecks,0.045,1,1.0,1975.8,88.911
MatiasEnryn,cyberbrokers,1.29,1,1.0,1975.27,2548.0983
MattZapped,the-matts,0.05,1,1.0,1975.27,98.76350000000001
MaurineCookingLover,secret-life-of-fairy-lady,0.05,1,3.0,1975.27,98.76350000000001
MeatyBone,tastybonesxyz,1.899,2,6.0,3951.0699999999997,3751.38223
MechaMelter,mecha-melters,0.153,2,3.0,3950.54,302.21631
Mechanize,parallelalpha,0.03,1,990.0,1975.27,59.2581
MechanizedAbstraction,mechanized-abstractions,1.0190000000000001,2,5.0,3950.54,2012.80013
Meebit,meebits,55.81,5,20.0,9876.88,110242.60119999999
Meemo,meemosworld,0.11,2,4.0,3950.54,217.2797
MegaBonusPack,netvrkbonuses,0.45,1,1.0,1975.8,889.11
MegaKong,megakongs,0.4253,1,3.0,1975.27,840.0823310000001
MegaShapeshifterz,creepz-mega-shapeshifterz,2.1,1,2.0,1975.27,4148.067
MekaApe,mekaapes,0.6799,2,2.0,3950.54,1342.986073
MekaApeClub,mekaapeclubofficial,0.299,1,1.0,1975.27,590.60573
Mekazuki,mekazuki,0.025,1,1.0,1975.27,49.381750000000004
Melancholy,superrare,2.75,1,1.0,1975.27,5431.9925
MemeGrailRelic,meme-ltd,0.01,1,1025.0,1975.27,19.7527
MemoriesofQilin,memories-of-qilin-by-emily-xie,1.18,1,1.0,1975.27,2330.8186
Memory,remember-me-,0.01,1,1.0,1975.27,19.7527
MendozaofCapeTown,the-picaroons,0.1095,1,2.0,1975.27,216.292065
MeowniverseMeowtizen,meowniverse-meowtizen,0.031,1,3.0,1975.27,61.23337
MerchToken,frontiergame,0.08,1,366.0,1975.27,158.0216
MetaAngels,metaangelsnft,2.29,3,7.0,5925.8099999999995,4523.3683
MetaEagle,metaeagleclub-mec,0.996,3,3.0,5925.8099999999995,1967.3689200000001
MetaHeroUniverseJupiterDAOToken,unitedplanets,1.084,4,26136.0,5925.8099999999995,2141.19268
MetaHeroUniverseNeptuneDAOToken,unitedplanets,0.637,2,6520.0,3950.54,1258.2469899999999
MetaHeroUniverseSaturnDAOToken,unitedplanets,1.1501000000000001,4,13176.0,7902.139999999999,2272.03103
MetaLizards,metalizards-official,0.075,1,1.0,1975.27,148.14525
MetaMansion,metamansionsbykeys,0.56,1,2.0,1975.8,1106.448
MetaShark,metasharksnft,0.08,1,1.0,1975.27,158.0216
MetaSkull,themetaskulls,0.011,1,1.0,1975.27,21.72797
Metaclubber,metaclubbers,0.4,1,1.0,1975.27,790.1080000000001
Metakages,metakages-official-collection,0.44,1,1.0,1975.27,869.1188
MetakeyEditionTheCaptain,the-meta-key,1.528,5,33168.0,7901.61,3018.5305599999997
MetapalsMetaversePass,metapals-pass,0.045,1,2.0,1975.27,88.88714999999999
Metapreneurs,themetapreneursofficial,0.1825,1,1.0,1975.27,360.48677499999997
MetapufferBoneth,themetapuffersvolume1continued,0.1,1,1.0,1975.27,197.52700000000002
Metasaurs,metasaurs-nft,0.41000000000000003,2,7.0,3950.54,809.8607000000001
MetasaursPunks,metasaurspunks,0.05,1,1.0,1975.27,98.76350000000001
MetasniperAccessToken,metasniper,0.8,1,5.0,1975.27,1580.2160000000001
Metavaders,metavaders,0.075,1,1.0,1975.27,148.14525
MetaverseHQKey,metaverse-hq,2.2,1,3966.0,1975.8,4346.76
MetaversePsychedelicsAnonymousPass,metaverse-psychedelics-anonymous-pass,1.0039,5,12.0,9876.35,1982.9735529999998
Mfer,abucting-mfers-deployer-1,0.065,1,1.0,1975.27,128.39255
Milady,milady,2.29,3,7.0,5925.8099999999995,4523.3683
MindTheGap,mind-the-gap-by-mountvitruvius,0.615,1,1.0,1975.8,1215.117
MineNations,minenations-champions,0.079,1,1.0,1975.27,156.04633
Miner,blockchainminersclubofficial,1.05,3,5.0,5925.8099999999995,2074.0335
MiniSupers,minisupers,0.51298,7,10.0,13826.89,1013.2740046
Minitaur,minitaurs-reborn,0.01,1,1.0,1975.27,19.7527
MintPassMetaHeroSidekicks,pixel-vault-mintpass,0.5900000000000001,3,17247.0,5925.8099999999995,1165.4093
MintReactor,reactor-motors-sale,0.4,5,44400.0,9876.35,790.1080000000001
MirandusWaterPumpSkin,town-star,0.01,1,196.0,1975.27,19.7527
MissileCommand,gft-atari-50th-anniversary,1.1338,7,16.0,13826.89,2239.5611259999996
MiuRescueTeam,miu-rescue-team,0.072,1,1.0,1975.27,142.21944
ModishMonkey,modish-monkeys,0.039,1,4.0,1975.27,77.03553
Monaverse,monaverse,0.15,1,4.0,1975.27,296.2905
MonftersClub,monftersclub,0.239,1,6.0,1975.27,472.08952999999997
Monkey,monkeybet,0.058,1,6.0,1975.27,114.56566000000001
MonkeyPoly,monkeypoly-project,0.0488,1,1.0,1975.27,96.39317600000001
Monster,monstershelter,0.402,8,17.0,15802.16,794.05854
MonsterApe,monsterapeclub-original,2.5938,6,12.0,11851.619999999999,5123.455325999999
MonsterMates,monstermates,0.03,1,1.0,1975.27,59.2581
MonsterSuitChip,monstersuitshop,0.4125,11,4270.0,3950.54,814.798875
MonsterSuitRue,ruenfts,0.95,1,2.0,1975.27,1876.5065
MontePainte,unlearning-landscape,0.25,1,1.0,1975.27,493.8175
MoodRoller,moodrollers-by-lucas-zanotto,11.461,7,26.0,13826.89,22638.56947
MoodyApeX,moodyapeclub-official,0.394,2,3.0,3950.54,778.25638
MoodyPunk,thealienboy,0.145,1,4.0,1975.27,286.41414999999995
Moonbirdpunks,moonbirdpunks,0.019,1,4.0,1975.27,37.53013
Moonling,moonlingsofficial,0.5999,1,2.0,1975.27,1184.964473
Mousky,mousky,0.05,1,1.0,1975.27,98.76350000000001
MrPuddles,town-star,0.21,1,1465.0,1975.27,414.8067
MultiPass,awakened-multipass,0.04,1,1.0,1975.8,79.032
MurderHead,murderheaddeathclub,0.173,2,5.0,3950.54,341.72171000000003
MutantApePlanet,mutant-ape-planet,0.197,1,1.0,1975.27,389.12819
MutantDoodle,mutant-doodles-v2,0.001,1,1.0,1975.27,1.97527
MutantFloki,mutantflokiwilljack,0.41788000000000003,4,9.0,7901.08,825.4258276
MutantKong,mutant-kong-club-x-nft,0.025,1,1.0,1975.27,49.381750000000004
MutantPunk,mutant-punks-nft,0.017,1,1.0,1975.27,33.57959
MutantShiba,mutantshibaclub,1.115,7,20.0,13826.89,2202.42605
MyBird,sinsim0013,0.08,1,1.0,1975.27,158.0216
MycahPittmanCore,candydigital,0.017,1,1.0,1975.27,33.57959
MysticSister,mystic-sisterhood,0.0142,1,1.0,1975.27,28.048834000000003
MythiaOrigins,mythiaorigins,0.239,1,1.0,1975.27,472.08952999999997
Mythologicals,mythologicals,0.1,2,4.0,3950.54,197.52700000000002
N,0n1-force,2.24,2,12.0,3950.54,4424.6048
NBAYC,nbayc,0.5355,4,10.0,7901.08,1057.757085
NEKOMEKA,nekomeka,0.15000000000000002,2,2.0,3950.54,296.2905
NFP,non-fungible-people-daz3d,1.8439,4,9.0,7901.08,3642.200353
NFTHollowBlade,nft2040-wearables,0.0275,1,38.0,1975.27,54.319925
NFTNINJAGENESIS,nftninjas,0.05,1,2.0,1975.27,98.76350000000001
NFTarantula,nftarantulas,0.02,1,1.0,1975.27,39.5054
NFToker,cryptocannabisclub,0.6950000000000001,2,9.0,3950.54,1372.81265
NODES,nodes-onchain,0.15,1,1.0,1975.8,296.37
NUT,bofadeeznuts,0.32,1,1.0,1975.27,632.0864
NadaPolaris,galverse,0.6,1,6.0,1975.27,1185.162
NadettaShadesOfYou,soynft,0.0688,1,1.0,1975.27,135.898576
Nanopass,projectnanopass,5.5,2,7.0,3951.0699999999997,10865.999
NateFriday,cryptocrystal,0.297,1,5.0,1975.27,586.65519
NeckVille,neckville,0.18,1,1.0,1975.27,355.54859999999996
NeighborlySaintlyDemeter,cyberbrokers,1.05,1,5.0,1975.27,2074.0335
NeoPunkSociety,neopunksocietynpsofficial,0.15,1,1.0,1975.27,296.2905
NeoTokyoPunk,neo-tokyo-punks-nft,1.35,2,5.0,3951.0699999999997,2667.1710000000003
NeutronBomb,parallelalpha,1.0,1,608.0,1975.8,1975.8
NeverFearTruth,never-fear-truth,0.25,1,1450.0,1975.8,493.95
NicoCuthbald,cyberbrokers,1.37,1,3.0,1975.27,2706.1199
NinjaMfer,ninjamfers,0.15,1,1.0,1975.27,296.2905
NinjalertsLifetimeLicense,ninjalerts-lifetime-license,0.177,1,1114.0,1975.27,349.62278999999995
NoLimitations,jason-chambers-art,0.25,1,1.0,1975.27,493.8175
NoNos,nonosnftofficial,0.039,1,2.0,1975.27,77.03553
NoPFP,no-pfp,0.01,1,1.0,1975.27,19.7527
NobleNumbat,veefriends-series-2,4.0,1,2.0,1975.8,7903.2
NonkiShiba,nonkishiba,0.2,1,3.0,1975.27,395.05400000000003
Noodle,noodlesnft-official,0.475,2,9.0,3951.0699999999997,938.3831
NoodlesScootchmust,cryptokitties,0.004978216985712305,1,2.0,1975.27,9.833322665367945
NostaLexMint,slotter-house,0.45,1,126.0,1975.27,888.8715
NotYourBro,notyourbro,0.7784,7,15.0,13826.89,1537.550168
NotoriousFrog,notorious-frogs,0.23,1,1.0,1975.27,454.31210000000004
NounPunks,nounpunks-eth,0.685,8,20.0,15802.16,1353.0599499999998
Nounbird,nounbirds,0.008,1,1.0,1975.27,15.80216
Nouns,nouns3d,0.06,1,1.0,1975.27,118.5162
NubbiesGenesis,nubbies-genesis,0.22300000000000003,2,6.0,3950.54,440.48521000000005
NuclearNerds,nuclear-nerds-of-the-accidental-apocalypse,2.329,5,17.0,9876.35,4600.40383
NudieCommunityOfficial,nudie-community-official,1.5796999999999999,14,21.0,27653.78,3120.334019
Nyoki,nyokies,0.99899,8,12.0,15802.69,1973.2908773
NǞCHØDRPௐ,superrare,1.337,1,1.0,1975.27,2640.93599
ODDY,the-odd-dystrict-official,0.15,1,2.0,1975.27,296.2905
OG,og-nft-official,0.0049,1,1.0,1975.27,9.678823
OGCrystal,og-crystals,0.09,1,4.0,1975.27,177.77429999999998
OGGuildedGamerZombie,guildedgamersogcollection,0.06,1,1.0,1975.27,118.5162
OKOKU,okokuofficial,0.24870000000000003,2,4.0,3950.54,491.249649
OKPC,okpc,0.383,2,2.0,3950.54,756.52841
OMNI,the-official-omni-society,0.051,1,1.0,1975.27,100.73876999999999
ONEDAY,reli3f-ukr,0.28,1,255.0,1975.27,553.0756
OOFCollective,oof-collective-official,0.0821,1,4.0,1975.8,162.21318000000002
Octo,leagues-under-the-sea,0.09,1,1.0,1975.27,177.77429999999998
OdinofEnryn,cyberbrokers,1.32,1,2.0,1975.27,2607.3564
OnChainKevin,onchainkevin,0.008,2,2.0,3950.54,15.80216
OnChainMonkey,onchainmonkey,4.969,4,13.0,7901.08,9815.11663
Oni,onisquad,0.02,1,2.0,1975.27,39.5054
OpenDAOGenesisMembershipTier,opendao-genesis-membership,0.069,1,1197.0,1975.27,136.29363
OrangeWoman,wommens,0.04,1,1.0,1975.27,79.0108
OrcExemplarClearBloods,mirandus,0.130000001,1,173.0,1975.8,256.8540019758
OrcExemplarOrcsofCertainty,mirandus,0.14,1,210.0,1975.8,276.612
OsageGrowth,cyberbrokers,4.0,1,1.0,1975.8,7903.2
OsoLocoJanky,superplastic-ogs,0.4,1,1.0,1975.27,790.1080000000001
OtherworldlyFreak,otherworldly-freaks,0.185,3,4.0,5925.8099999999995,365.42495
OuterCitizen,neotokyo-outer-citizens,0.84,1,1.0,1975.27,1659.2268
Oxya,oxyaoriginproject,4.8779,6,16.0,11851.619999999999,9635.169533
PATHFINDERS,the-pathfinders,0.049,1,2.0,1975.27,96.78823
PEPODGAF,pepo-dgaf,0.014,1,1.0,1975.27,27.65378
PHANTABEAR,phantabear,6.0,1,2.0,1975.27,11851.619999999999
PHANTOMSNFT,phantomscollection,0.249,3,5.0,5925.8099999999995,491.84223000000003
POTEnZA,potenza,0.15360000000000001,4,5.0,7901.08,303.401472
POTM,pirates-of-the-metaverse-by-drip-studios,0.374,4,5.0,7901.08,738.75098
PREMINTCollectorPass,premint-collector,1.565,2,5.0,3950.54,3091.2975500000002
PUNKSHANZOCollectorsEdition,punks2hanzo,0.57,1,1.0,1975.27,1125.9038999999998
PUNKSXMarkstheDrop,punks-comic,0.415,2,3.0,3950.54,819.73705
PUPPY,doge-pound-puppies-real,0.749,3,6.0,5925.8099999999995,1479.47723
PURPLEPILLZ,superplastic-headtripz-pillz,1.03,1,1158.0,1975.27,2034.5281
PaladinPanda,paladin-pandas,0.3,1,3.0,1975.27,592.581
Panda,expandables-official,0.04999,1,4.0,1975.27,98.7437473
PantryWalker,thewalkingdeadofficial,0.205,1,3.0,1975.27,404.93035
ParadigmShift,parallelalpha,0.05,2,3342.0,3950.54,98.7635
ParadiseTrippies,paradisetrippies,0.2623,1,1.0,1975.8,518.2523399999999
ParadiseTrippiesGoodieEgg,paradisetrippiesislandpass,0.05,1,20.0,1975.27,98.76350000000001
Parcel,netvrkland,3.0300000000000002,3,3.0,5925.8099999999995,5985.0681
Pass,3022-pass,0.015,1,1074.0,1975.27,29.62905
Pass,arabspunks,0.054,2,3.0,3950.54,106.66458
Pass,compass-lifetime-pass-1,1.5,3,8.0,5925.8099999999995,2962.9049999999997
Peacefall,peacefall,0.32899999999999996,2,6.0,3950.54,649.86383
PeacefulApe,peaceapeclub1155,0.04,1,1.0,1975.27,79.0108
PeacefulToadz,peaceful-toadz,0.01,1,1.0,1975.27,19.7527
PerilousPetz,perilous-petz-official,0.035,1,2.0,1975.27,69.13445
PhancyPets,phancy-pets,0.35,1,1.0,1975.27,691.3444999999999
PhatPandaz,phatpandaz,0.186,1,2.0,1975.27,367.40022
Phoenix火の鳥,from-the-fragments-of-tezuka-osamu-generative-art,0.178,1,1.0,1975.27,351.59806
PhunkyFungi,the-phunky-fungi,0.14500000000000002,2,4.0,3950.54,286.41415
PicksPassport,picks-passport,0.5838,1,1999.0,1975.27,1153.162626
Pieceofπ,piece-of-3141,0.0398,8,8.0,15802.16,78.615746
PinkLady,deltanauts-pinkladies,0.0239,1,2.0,1975.27,47.208953
PixelFox,pixelfoxes,0.02,1,2.0,1975.27,39.5054
PixelInterfaces,pixel-interfaces,0.09,3,20.0,5925.8099999999995,177.7743
PixelVaultFoundersDAO,punks-comic,4.0,1,2.0,1975.27,7901.08
Pixelmon,pixelmongen1,10.63689999,8,24.0,15802.16,21010.7494432473
Pixie,wow-pixies-v2,0.44199999999999995,2,4.0,3950.54,873.0693399999999
Pixstyle,pixstyle-1,1e-06,1,1.0,1975.27,0.00197527
Pixxo,pixxo,0.0019,1,1.0,1975.27,3.753013
Planet,troverse-planets,2.3201,8,24.0,15802.69,4582.891025
Planktoons,planktoons,0.111,1,2.0,1975.27,219.25497000000001
PlantFren,plantfrensgenesis,0.12,1,2.0,1975.27,237.0324
PlatinumPass,nba-sniper-gang,0.17,1,33.0,1975.27,335.7959
Plot,critterzplots,0.8189000000000001,6,13.0,11851.619999999999,1617.548603
Poet,lostpoets,3.0,3,3.0,5925.8099999999995,5925.8099999999995
PoisonedBananaLevel,poisoned-bananas,0.1,1,571.0,1975.27,197.52700000000002
Ponpave,ponpave,0.01,1,2.0,1975.27,19.7527
Poodl,poodl-ar-pets,0.15,1,1.0,1975.27,296.2905
PoolSharkCommon,superfarm,3.893526682262416,2,5.0,3950.54,7690.766449672483
Poolboy,poolboys,0.03,1,1.0,1975.27,59.2581
PoorRichBoys,poor-rich-boys,0.005,1,1.0,1975.27,9.87635
PopArtCats,popartcats,2.137,8,20.0,15802.16,4221.15199
PostcardfromSpace,scottkelly,0.049,1,5.0,1975.27,96.78823
PridePunk,pridepunks2018,1.9989000000000001,18,23.0,35554.86,3948.367203
PrimalBeast,primalbeast,0.369,1,1.0,1975.27,728.87463
Project,purojekuto-3333,0.25,1,1.0,1975.27,493.8175
ProjectShura,officialprojectshura,0.5609999999999999,3,3.0,5925.8099999999995,1108.12647
Propertys,propertysofficial,0.2,1,3.0,1975.27,395.05400000000003
Propertysd,propertysofficial,0.2,1,3.0,1975.27,395.05400000000003
PsychedelicsAnonymousComponent,psychedelics-anonymous-component-1,1.3368,2,7.0,3950.54,2640.540936
PsychedelicsAnonymousGenesis,psychedelics-anonymous-genesis,4.37,2,6.0,3950.54,8631.9299
PudgyDaypack,10ktf,1.52,2,10.0,3950.54,3002.4103999999998
PudgyHighTops,10ktf,0.185,1,3.0,1975.27,365.42494999999997
PunkForce,punkforce,0.01,1,1.0,1975.27,19.7527
PunkMfers,punkmfers,0.04,1,2.0,1975.27,79.0108
PunkMusicClub,musicpunkclub,0.059,1,1.0,1975.27,116.54092999999999
PunkVoxels,punksvoxels,0.0999,4,8.0,7901.08,197.329473
PunkedDood,punkeddoods,0.173,3,4.0,5925.8099999999995,341.72171
PunksDed,punksded,0.09,1,1.0,1975.27,177.77429999999998
Puppet,be-yourself-and-love-yourself,0.15,1,1.0,1975.27,296.2905
PuzlPunkSuperPart,puzl-punks-og-pass,0.3,1,1.0,1975.27,592.581
PxlFangster,pxlfangs,0.152,2,2.0,3950.54,300.24104
QKGenesis,queenskings-genesis,0.48,1,1.0,1975.27,948.1296
QTEESV,qteesv2-v3,0.004,1,1.0,1975.27,7.90108
QuackyDucks,quackyducksofficial,0.076,3,6.0,5925.8099999999995,150.12052
QueenOfTheNight,queens-of-the-night,0.03,1,1.0,1975.27,59.2581
RAANFTArt,reincarnatednft,0.35,1,2.0,1975.27,691.3444999999999
RARE,mavia-land,1.38,1,2.0,1975.27,2725.8725999999997
RAVEPIGS,rave-pigs,0.133,3,4.0,5925.8099999999995,262.71091
RED,teamrednft,0.0,1,31.0,1975.27,0.0
RIGHTCLICKSAVEASCC,rightclicksaveascc0,0.0,1,1.0,1975.27,0.0
RIGHTCLICKSTEEZYGOLDEDITION,bryan-vee-originals-1,0.5,1,11.0,1975.27,987.635
RKLCurryFlowSneakers,rumble-kong-league-curry-flow,0.125,1,1.0,1975.8,246.975
ROBOTICLOVERUDEBOYS,rude-boys,0.1,1,176.0,1975.8,197.58
